:START_ID(Crash),:END_ID(SA4),:TYPE
7562,Townsville,OCCURRED_IN_SA4
7563,Logan - Beaudesert,OCCURRED_IN_SA4
7564,Sydney - City and Inner South,OCCURRED_IN_SA4
7565,Melbourne - South East,OCCURRED_IN_SA4
7566,Bunbury,OCCURRED_IN_SA4
7567,Wide Bay,OCCURRED_IN_SA4
7568,Perth - South East,OCCURRED_IN_SA4
7569,Melbourne - South East,OCCURRED_IN_SA4
7570,Cairns,OCCURRED_IN_SA4
7571,Melbourne - South East,OCCURRED_IN_SA4
7572,Melbourne - West,OCCURRED_IN_SA4
7573,Bendigo,OCCURRED_IN_SA4
7574,North West,OCCURRED_IN_SA4
7575,Perth - North West,OCCURRED_IN_SA4
7576,Mandurah,OCCURRED_IN_SA4
7577,Melbourne - South East,OCCURRED_IN_SA4
7578,Mornington Peninsula,OCCURRED_IN_SA4
7579,Hume,OCCURRED_IN_SA4
7580,Shepparton,OCCURRED_IN_SA4
7581,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7582,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
7583,Richmond - Tweed,OCCURRED_IN_SA4
7584,Adelaide - North,OCCURRED_IN_SA4
7585,Wide Bay,OCCURRED_IN_SA4
7586,Warrnambool and South West,OCCURRED_IN_SA4
7587,Perth - South East,OCCURRED_IN_SA4
7588,Perth - North West,OCCURRED_IN_SA4
7589,Richmond - Tweed,OCCURRED_IN_SA4
7590,Melbourne - North East,OCCURRED_IN_SA4
7591,Northern Territory - Outback,OCCURRED_IN_SA4
7592,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7593,Bunbury,OCCURRED_IN_SA4
7594,Far West and Orana,OCCURRED_IN_SA4
7595,Capital Region,OCCURRED_IN_SA4
7596,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7597,Melbourne - South East,OCCURRED_IN_SA4
7598,Sydney - City and Inner South,OCCURRED_IN_SA4
7599,Western Australia - Outback (South),OCCURRED_IN_SA4
7600,Sydney - Inner South West,OCCURRED_IN_SA4
7601,Perth - Inner,OCCURRED_IN_SA4
7602,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7603,Perth - South East,OCCURRED_IN_SA4
7604,Sunshine Coast,OCCURRED_IN_SA4
7605,Sunshine Coast,OCCURRED_IN_SA4
7606,Murray,OCCURRED_IN_SA4
7607,Western Australia - Outback (South),OCCURRED_IN_SA4
7608,Northern Territory - Outback,OCCURRED_IN_SA4
7609,Melbourne - South East,OCCURRED_IN_SA4
7610,New England and North West,OCCURRED_IN_SA4
7611,Ipswich,OCCURRED_IN_SA4
7612,Toowoomba,OCCURRED_IN_SA4
7613,Richmond - Tweed,OCCURRED_IN_SA4
7614,Melbourne - Outer East,OCCURRED_IN_SA4
7615,Latrobe - Gippsland,OCCURRED_IN_SA4
7616,Hobart,OCCURRED_IN_SA4
7617,Geelong,OCCURRED_IN_SA4
7618,Hume,OCCURRED_IN_SA4
7619,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7620,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7621,Perth - South East,OCCURRED_IN_SA4
7622,Capital Region,OCCURRED_IN_SA4
7623,Darwin,OCCURRED_IN_SA4
7624,Murray,OCCURRED_IN_SA4
7625,Brisbane Inner City,OCCURRED_IN_SA4
7626,Perth - South East,OCCURRED_IN_SA4
7627,Hume,OCCURRED_IN_SA4
7628,Geelong,OCCURRED_IN_SA4
7629,Capital Region,OCCURRED_IN_SA4
7630,Riverina,OCCURRED_IN_SA4
7631,Melbourne - Inner,OCCURRED_IN_SA4
7632,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7633,Bunbury,OCCURRED_IN_SA4
7634,South Australia - South East,OCCURRED_IN_SA4
7635,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7636,Hume,OCCURRED_IN_SA4
7637,Melbourne - Inner,OCCURRED_IN_SA4
7638,Melbourne - West,OCCURRED_IN_SA4
7639,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7640,Sydney - Sutherland,OCCURRED_IN_SA4
7641,Cairns,OCCURRED_IN_SA4
7642,Adelaide - Central and Hills,OCCURRED_IN_SA4
7643,Adelaide - North,OCCURRED_IN_SA4
7644,New England and North West,OCCURRED_IN_SA4
7645,Sydney - Northern Beaches,OCCURRED_IN_SA4
7646,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
7647,New England and North West,OCCURRED_IN_SA4
7648,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7649,Darling Downs - Maranoa,OCCURRED_IN_SA4
7650,Sydney - Inner West,OCCURRED_IN_SA4
7651,Latrobe - Gippsland,OCCURRED_IN_SA4
7652,South Australia - Outback,OCCURRED_IN_SA4
7653,Central Coast,OCCURRED_IN_SA4
7654,Geelong,OCCURRED_IN_SA4
7655,Central West,OCCURRED_IN_SA4
7656,Hume,OCCURRED_IN_SA4
7657,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7658,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7659,Warrnambool and South West,OCCURRED_IN_SA4
7660,Melbourne - South East,OCCURRED_IN_SA4
7661,Sydney - Outer South West,OCCURRED_IN_SA4
7662,Australian Capital Territory,OCCURRED_IN_SA4
7663,Melbourne - North West,OCCURRED_IN_SA4
7664,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
7665,Ballarat,OCCURRED_IN_SA4
7666,Central West,OCCURRED_IN_SA4
7667,Perth - North East,OCCURRED_IN_SA4
7668,Cairns,OCCURRED_IN_SA4
7669,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7670,Melbourne - Inner,OCCURRED_IN_SA4
7671,Wide Bay,OCCURRED_IN_SA4
7672,New England and North West,OCCURRED_IN_SA4
7673,Hume,OCCURRED_IN_SA4
7674,Melbourne - West,OCCURRED_IN_SA4
7675,Adelaide - West,OCCURRED_IN_SA4
7676,Darwin,OCCURRED_IN_SA4
7677,Ipswich,OCCURRED_IN_SA4
7678,Sydney - Blacktown,OCCURRED_IN_SA4
7679,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
7680,Moreton Bay - North,OCCURRED_IN_SA4
7681,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7682,Capital Region,OCCURRED_IN_SA4
7683,Capital Region,OCCURRED_IN_SA4
7684,Townsville,OCCURRED_IN_SA4
7685,Melbourne - West,OCCURRED_IN_SA4
7686,Logan - Beaudesert,OCCURRED_IN_SA4
7687,Adelaide - Central and Hills,OCCURRED_IN_SA4
7688,Gold Coast,OCCURRED_IN_SA4
7689,Melbourne - West,OCCURRED_IN_SA4
7690,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7691,Latrobe - Gippsland,OCCURRED_IN_SA4
7692,Wide Bay,OCCURRED_IN_SA4
7693,Central West,OCCURRED_IN_SA4
7694,Latrobe - Gippsland,OCCURRED_IN_SA4
7695,New England and North West,OCCURRED_IN_SA4
7696,West and North West,OCCURRED_IN_SA4
7697,Mid North Coast,OCCURRED_IN_SA4
7698,Sydney - City and Inner South,OCCURRED_IN_SA4
7699,Geelong,OCCURRED_IN_SA4
7700,North West,OCCURRED_IN_SA4
7701,Gold Coast,OCCURRED_IN_SA4
7702,Sydney - South West,OCCURRED_IN_SA4
7703,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7704,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7705,Gold Coast,OCCURRED_IN_SA4
7706,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7707,Warrnambool and South West,OCCURRED_IN_SA4
7708,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7709,Gold Coast,OCCURRED_IN_SA4
7710,Launceston and North East,OCCURRED_IN_SA4
7711,North West,OCCURRED_IN_SA4
7712,Central West,OCCURRED_IN_SA4
7713,Adelaide - West,OCCURRED_IN_SA4
7714,Western Australia - Outback (South),OCCURRED_IN_SA4
7715,Melbourne - West,OCCURRED_IN_SA4
7716,Wide Bay,OCCURRED_IN_SA4
7717,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
7718,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7719,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7720,South Australia - Outback,OCCURRED_IN_SA4
7721,Perth - Inner,OCCURRED_IN_SA4
7722,Darwin,OCCURRED_IN_SA4
7723,Melbourne - West,OCCURRED_IN_SA4
7724,Launceston and North East,OCCURRED_IN_SA4
7725,Sydney - Outer South West,OCCURRED_IN_SA4
7726,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7727,Melbourne - West,OCCURRED_IN_SA4
7728,Warrnambool and South West,OCCURRED_IN_SA4
7729,Riverina,OCCURRED_IN_SA4
7730,South Australia - South East,OCCURRED_IN_SA4
7731,Ballarat,OCCURRED_IN_SA4
7732,Bunbury,OCCURRED_IN_SA4
7733,Western Australia - Outback (South),OCCURRED_IN_SA4
7734,Adelaide - North,OCCURRED_IN_SA4
7735,Mid North Coast,OCCURRED_IN_SA4
7736,Wide Bay,OCCURRED_IN_SA4
7737,Bunbury,OCCURRED_IN_SA4
7738,Sydney - South West,OCCURRED_IN_SA4
7739,Central West,OCCURRED_IN_SA4
7740,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7741,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7742,Capital Region,OCCURRED_IN_SA4
7743,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7744,Adelaide - West,OCCURRED_IN_SA4
7745,Mid North Coast,OCCURRED_IN_SA4
7746,Brisbane - West,OCCURRED_IN_SA4
7747,Shepparton,OCCURRED_IN_SA4
7748,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
7749,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7750,Sydney - City and Inner South,OCCURRED_IN_SA4
7751,Perth - South East,OCCURRED_IN_SA4
7752,South Australia - South East,OCCURRED_IN_SA4
7753,Bunbury,OCCURRED_IN_SA4
7754,Ballarat,OCCURRED_IN_SA4
7755,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
7756,Sunshine Coast,OCCURRED_IN_SA4
7757,Gold Coast,OCCURRED_IN_SA4
7758,Shepparton,OCCURRED_IN_SA4
7759,Gold Coast,OCCURRED_IN_SA4
7760,Melbourne - South East,OCCURRED_IN_SA4
7761,Bendigo,OCCURRED_IN_SA4
7762,Melbourne - South East,OCCURRED_IN_SA4
7763,Toowoomba,OCCURRED_IN_SA4
7764,Hume,OCCURRED_IN_SA4
7765,Australian Capital Territory,OCCURRED_IN_SA4
7766,Launceston and North East,OCCURRED_IN_SA4
7767,Sydney - City and Inner South,OCCURRED_IN_SA4
7768,Melbourne - South East,OCCURRED_IN_SA4
7769,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7770,Darwin,OCCURRED_IN_SA4
7771,Moreton Bay - North,OCCURRED_IN_SA4
7772,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7773,Townsville,OCCURRED_IN_SA4
7774,North West,OCCURRED_IN_SA4
7775,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7776,Bunbury,OCCURRED_IN_SA4
7777,Brisbane - South,OCCURRED_IN_SA4
7778,Far West and Orana,OCCURRED_IN_SA4
7779,Darwin,OCCURRED_IN_SA4
7780,Townsville,OCCURRED_IN_SA4
7781,Cairns,OCCURRED_IN_SA4
7782,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7783,Melbourne - West,OCCURRED_IN_SA4
7784,Mid North Coast,OCCURRED_IN_SA4
7785,Darling Downs - Maranoa,OCCURRED_IN_SA4
7786,Adelaide - South,OCCURRED_IN_SA4
7787,Latrobe - Gippsland,OCCURRED_IN_SA4
7788,Warrnambool and South West,OCCURRED_IN_SA4
7789,Mid North Coast,OCCURRED_IN_SA4
7790,Melbourne - North West,OCCURRED_IN_SA4
7791,Queensland - Outback,OCCURRED_IN_SA4
7792,Riverina,OCCURRED_IN_SA4
7793,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7794,Sydney - South West,OCCURRED_IN_SA4
7795,Sydney - Inner South West,OCCURRED_IN_SA4
7796,Melbourne - South East,OCCURRED_IN_SA4
7797,Central Queensland,OCCURRED_IN_SA4
7798,Far West and Orana,OCCURRED_IN_SA4
7799,Latrobe - Gippsland,OCCURRED_IN_SA4
7800,Brisbane - East,OCCURRED_IN_SA4
7801,Ipswich,OCCURRED_IN_SA4
7802,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7803,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7804,Hume,OCCURRED_IN_SA4
7805,Logan - Beaudesert,OCCURRED_IN_SA4
7806,Sunshine Coast,OCCURRED_IN_SA4
7807,Illawarra,OCCURRED_IN_SA4
7808,Shepparton,OCCURRED_IN_SA4
7809,Melbourne - West,OCCURRED_IN_SA4
7810,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
7811,South Australia - Outback,OCCURRED_IN_SA4
7812,Ballarat,OCCURRED_IN_SA4
7813,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7814,Central West,OCCURRED_IN_SA4
7815,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7816,Hobart,OCCURRED_IN_SA4
7817,Shepparton,OCCURRED_IN_SA4
7818,Ballarat,OCCURRED_IN_SA4
7819,Bunbury,OCCURRED_IN_SA4
7820,Far West and Orana,OCCURRED_IN_SA4
7821,Wide Bay,OCCURRED_IN_SA4
7822,Sunshine Coast,OCCURRED_IN_SA4
7823,Launceston and North East,OCCURRED_IN_SA4
7824,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7825,Wide Bay,OCCURRED_IN_SA4
7826,Gold Coast,OCCURRED_IN_SA4
7827,Mid North Coast,OCCURRED_IN_SA4
7828,Perth - Inner,OCCURRED_IN_SA4
7829,Sydney - Inner South West,OCCURRED_IN_SA4
7830,Moreton Bay - North,OCCURRED_IN_SA4
7831,Hume,OCCURRED_IN_SA4
7832,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7833,Perth - South West,OCCURRED_IN_SA4
7834,Sydney - Inner South West,OCCURRED_IN_SA4
7835,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7836,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
7837,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7838,Melbourne - Inner South,OCCURRED_IN_SA4
7839,Logan - Beaudesert,OCCURRED_IN_SA4
7840,Wide Bay,OCCURRED_IN_SA4
7841,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7842,Bunbury,OCCURRED_IN_SA4
7843,Melbourne - Outer East,OCCURRED_IN_SA4
7844,Bunbury,OCCURRED_IN_SA4
7845,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
7846,Capital Region,OCCURRED_IN_SA4
7847,Gold Coast,OCCURRED_IN_SA4
7848,Capital Region,OCCURRED_IN_SA4
7849,Logan - Beaudesert,OCCURRED_IN_SA4
7850,Melbourne - Inner South,OCCURRED_IN_SA4
7851,Sydney - South West,OCCURRED_IN_SA4
7852,Cairns,OCCURRED_IN_SA4
7853,North West,OCCURRED_IN_SA4
7854,Central Queensland,OCCURRED_IN_SA4
7855,Perth - South East,OCCURRED_IN_SA4
7856,Perth - South East,OCCURRED_IN_SA4
7857,Latrobe - Gippsland,OCCURRED_IN_SA4
7858,Bendigo,OCCURRED_IN_SA4
7859,Perth - North West,OCCURRED_IN_SA4
7860,Sydney - Sutherland,OCCURRED_IN_SA4
7861,Riverina,OCCURRED_IN_SA4
7862,Sunshine Coast,OCCURRED_IN_SA4
7863,Sydney - Blacktown,OCCURRED_IN_SA4
7864,Brisbane Inner City,OCCURRED_IN_SA4
7865,Latrobe - Gippsland,OCCURRED_IN_SA4
7866,Central West,OCCURRED_IN_SA4
7867,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
7868,Adelaide - North,OCCURRED_IN_SA4
7869,Townsville,OCCURRED_IN_SA4
7870,Townsville,OCCURRED_IN_SA4
7871,Brisbane - South,OCCURRED_IN_SA4
7872,Western Australia - Outback (North),OCCURRED_IN_SA4
7873,Riverina,OCCURRED_IN_SA4
7874,Central Coast,OCCURRED_IN_SA4
7875,Perth - North West,OCCURRED_IN_SA4
7876,Latrobe - Gippsland,OCCURRED_IN_SA4
7877,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
7878,Melbourne - West,OCCURRED_IN_SA4
7879,Mid North Coast,OCCURRED_IN_SA4
7880,Mid North Coast,OCCURRED_IN_SA4
7881,Western Australia - Outback (South),OCCURRED_IN_SA4
7882,Logan - Beaudesert,OCCURRED_IN_SA4
7883,Northern Territory - Outback,OCCURRED_IN_SA4
7884,Geelong,OCCURRED_IN_SA4
7885,Perth - North West,OCCURRED_IN_SA4
7886,Illawarra,OCCURRED_IN_SA4
7887,Sydney - South West,OCCURRED_IN_SA4
7888,Northern Territory - Outback,OCCURRED_IN_SA4
7889,Western Australia - Outback (South),OCCURRED_IN_SA4
7890,Shepparton,OCCURRED_IN_SA4
7891,Wide Bay,OCCURRED_IN_SA4
7892,Adelaide - South,OCCURRED_IN_SA4
7893,New England and North West,OCCURRED_IN_SA4
7894,Illawarra,OCCURRED_IN_SA4
7895,Western Australia - Outback (South),OCCURRED_IN_SA4
7896,Northern Territory - Outback,OCCURRED_IN_SA4
7897,South Australia - Outback,OCCURRED_IN_SA4
7898,Central Coast,OCCURRED_IN_SA4
7899,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7900,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7901,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7902,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7903,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7904,Central West,OCCURRED_IN_SA4
7905,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
7906,Bunbury,OCCURRED_IN_SA4
7907,South Australia - South East,OCCURRED_IN_SA4
7908,Perth - North West,OCCURRED_IN_SA4
7909,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7910,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7911,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7912,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7913,Perth - North East,OCCURRED_IN_SA4
7914,South East,OCCURRED_IN_SA4
7915,Darwin,OCCURRED_IN_SA4
7916,Sydney - Parramatta,OCCURRED_IN_SA4
7917,Sydney - South West,OCCURRED_IN_SA4
7918,Western Australia - Outback (South),OCCURRED_IN_SA4
7919,Launceston and North East,OCCURRED_IN_SA4
7920,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
7921,Richmond - Tweed,OCCURRED_IN_SA4
7922,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7923,Sydney - Parramatta,OCCURRED_IN_SA4
7924,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7925,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
7926,Northern Territory - Outback,OCCURRED_IN_SA4
7927,Central West,OCCURRED_IN_SA4
7928,South Australia - Outback,OCCURRED_IN_SA4
7929,New England and North West,OCCURRED_IN_SA4
7930,Mandurah,OCCURRED_IN_SA4
7931,Mid North Coast,OCCURRED_IN_SA4
7932,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
7933,South Australia - South East,OCCURRED_IN_SA4
7934,Far West and Orana,OCCURRED_IN_SA4
7935,Central West,OCCURRED_IN_SA4
7936,Adelaide - South,OCCURRED_IN_SA4
7937,Western Australia - Outback (North),OCCURRED_IN_SA4
7938,Riverina,OCCURRED_IN_SA4
7939,Darwin,OCCURRED_IN_SA4
7940,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
7941,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7942,Bunbury,OCCURRED_IN_SA4
7943,Sydney - Inner South West,OCCURRED_IN_SA4
7944,Bunbury,OCCURRED_IN_SA4
7945,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7946,Sydney - Inner South West,OCCURRED_IN_SA4
7947,Perth - South West,OCCURRED_IN_SA4
7948,Launceston and North East,OCCURRED_IN_SA4
7949,Perth - North West,OCCURRED_IN_SA4
7950,Bunbury,OCCURRED_IN_SA4
7951,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7952,Northern Territory - Outback,OCCURRED_IN_SA4
7953,Richmond - Tweed,OCCURRED_IN_SA4
7954,Northern Territory - Outback,OCCURRED_IN_SA4
7955,Central Coast,OCCURRED_IN_SA4
7956,Central West,OCCURRED_IN_SA4
7957,Far West and Orana,OCCURRED_IN_SA4
7958,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
7959,Adelaide - North,OCCURRED_IN_SA4
7960,Sydney - Parramatta,OCCURRED_IN_SA4
7961,Sydney - South West,OCCURRED_IN_SA4
7962,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7963,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
7964,South Australia - South East,OCCURRED_IN_SA4
7965,Sydney - Parramatta,OCCURRED_IN_SA4
7966,Capital Region,OCCURRED_IN_SA4
7967,Northern Territory - Outback,OCCURRED_IN_SA4
7968,Darwin,OCCURRED_IN_SA4
7969,Perth - Inner,OCCURRED_IN_SA4
7970,Western Australia - Outback (South),OCCURRED_IN_SA4
7971,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7972,Perth - South West,OCCURRED_IN_SA4
7973,Hobart,OCCURRED_IN_SA4
7974,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
7975,South Australia - Outback,OCCURRED_IN_SA4
7976,South Australia - South East,OCCURRED_IN_SA4
7977,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
7978,Australian Capital Territory,OCCURRED_IN_SA4
7979,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7980,Illawarra,OCCURRED_IN_SA4
7981,Perth - South East,OCCURRED_IN_SA4
7982,Murray,OCCURRED_IN_SA4
7983,Capital Region,OCCURRED_IN_SA4
7984,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7985,Perth - South West,OCCURRED_IN_SA4
7986,Western Australia - Wheat Belt,OCCURRED_IN_SA4
7987,Perth - South East,OCCURRED_IN_SA4
7988,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
7989,Central West,OCCURRED_IN_SA4
7990,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
7991,Richmond - Tweed,OCCURRED_IN_SA4
7992,Western Australia - Outback (South),OCCURRED_IN_SA4
7993,Sydney - Sutherland,OCCURRED_IN_SA4
7994,Far West and Orana,OCCURRED_IN_SA4
7995,Mid North Coast,OCCURRED_IN_SA4
7996,Sydney - Parramatta,OCCURRED_IN_SA4
7997,Coffs Harbour - Grafton,OCCURRED_IN_SA4
7998,Richmond - Tweed,OCCURRED_IN_SA4
7999,Adelaide - Central and Hills,OCCURRED_IN_SA4
8000,Sydney - Northern Beaches,OCCURRED_IN_SA4
8001,Adelaide - West,OCCURRED_IN_SA4
8002,South Australia - South East,OCCURRED_IN_SA4
8003,Western Australia - Wheat Belt,OCCURRED_IN_SA4
8004,Launceston and North East,OCCURRED_IN_SA4
8005,New England and North West,OCCURRED_IN_SA4
8006,Richmond - Tweed,OCCURRED_IN_SA4
8007,Northern Territory - Outback,OCCURRED_IN_SA4
8008,Darwin,OCCURRED_IN_SA4
8009,Northern Territory - Outback,OCCURRED_IN_SA4
8010,Hobart,OCCURRED_IN_SA4
8011,Central West,OCCURRED_IN_SA4
8012,Richmond - Tweed,OCCURRED_IN_SA4
8013,Sydney - Blacktown,OCCURRED_IN_SA4
8014,Adelaide - North,OCCURRED_IN_SA4
8015,Adelaide - South,OCCURRED_IN_SA4
8016,Perth - South West,OCCURRED_IN_SA4
8017,Capital Region,OCCURRED_IN_SA4
8018,Western Australia - Outback (North),OCCURRED_IN_SA4
8019,Western Australia - Outback (North),OCCURRED_IN_SA4
8020,West and North West,OCCURRED_IN_SA4
8021,Far West and Orana,OCCURRED_IN_SA4
8022,South Australia - Outback,OCCURRED_IN_SA4
8023,Northern Territory - Outback,OCCURRED_IN_SA4
8024,South Australia - Outback,OCCURRED_IN_SA4
8025,Darwin,OCCURRED_IN_SA4
8026,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
8027,Bunbury,OCCURRED_IN_SA4
8028,Western Australia - Wheat Belt,OCCURRED_IN_SA4
8029,Western Australia - Outback (North),OCCURRED_IN_SA4
8030,Sydney - City and Inner South,OCCURRED_IN_SA4
8031,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
8032,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
8033,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
8034,Bunbury,OCCURRED_IN_SA4
8035,Australian Capital Territory,OCCURRED_IN_SA4
8036,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
8037,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
8038,Mandurah,OCCURRED_IN_SA4
8039,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
8040,Perth - North West,OCCURRED_IN_SA4
8041,Far West and Orana,OCCURRED_IN_SA4
8042,Coffs Harbour - Grafton,OCCURRED_IN_SA4
8043,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
8044,Australian Capital Territory,OCCURRED_IN_SA4
8045,Perth - North West,OCCURRED_IN_SA4
8046,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
8047,Northern Territory - Outback,OCCURRED_IN_SA4
8048,Adelaide - South,OCCURRED_IN_SA4
8049,Illawarra,OCCURRED_IN_SA4
8050,South Australia - South East,OCCURRED_IN_SA4
8051,Far West and Orana,OCCURRED_IN_SA4
8052,Riverina,OCCURRED_IN_SA4
8053,Richmond - Tweed,OCCURRED_IN_SA4
8054,Perth - North East,OCCURRED_IN_SA4
8055,New England and North West,OCCURRED_IN_SA4
8056,Perth - South West,OCCURRED_IN_SA4
8057,Mid North Coast,OCCURRED_IN_SA4
8058,Adelaide - South,OCCURRED_IN_SA4
8059,Mandurah,OCCURRED_IN_SA4
8060,Western Australia - Wheat Belt,OCCURRED_IN_SA4
8061,West and North West,OCCURRED_IN_SA4
8062,New England and North West,OCCURRED_IN_SA4
8063,Sydney - Inner West,OCCURRED_IN_SA4
8064,Perth - South East,OCCURRED_IN_SA4
8065,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
8066,Adelaide - North,OCCURRED_IN_SA4
8067,New England and North West,OCCURRED_IN_SA4
8068,Coffs Harbour - Grafton,OCCURRED_IN_SA4
8069,Sydney - Inner South West,OCCURRED_IN_SA4
8070,Australian Capital Territory,OCCURRED_IN_SA4
8071,Adelaide - North,OCCURRED_IN_SA4
8072,Central Coast,OCCURRED_IN_SA4
8073,Central West,OCCURRED_IN_SA4
8074,Adelaide - South,OCCURRED_IN_SA4
8075,Richmond - Tweed,OCCURRED_IN_SA4
8076,Murray,OCCURRED_IN_SA4
8077,Perth - South East,OCCURRED_IN_SA4
8078,Sydney - Northern Beaches,OCCURRED_IN_SA4
8079,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
8080,Perth - North East,OCCURRED_IN_SA4
8081,Australian Capital Territory,OCCURRED_IN_SA4
8082,Far West and Orana,OCCURRED_IN_SA4
8083,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
8084,Coffs Harbour - Grafton,OCCURRED_IN_SA4
8085,Capital Region,OCCURRED_IN_SA4
8086,Sydney - City and Inner South,OCCURRED_IN_SA4
8087,Sydney - Blacktown,OCCURRED_IN_SA4
8088,Perth - North West,OCCURRED_IN_SA4
8089,West and North West,OCCURRED_IN_SA4
8090,Sydney - South West,OCCURRED_IN_SA4
8091,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
8092,Central Coast,OCCURRED_IN_SA4
